Order ID,Order Date,Order Priority,Order Quantity,Sales,Ship Mode,Shipping Cost,Province,Customer Segment,Product Category,Product Sub-Category,Product Container,Ship Date
10464,8/10/2009,Critical,23,121.73,Regular Air,6.07,Alberta,Consumer,Office Supplies,Paper,Small Box,8/11/2009
10466,12/25/2012,High,27,114.86,Regular Air,0.94,Yukon,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,12/26/2012
26976,5/20/2011,Not Specified,28,1417.21,Regular Air,18.45,Yukon,Home Office,Furniture,Office Furnishings,Medium Box,5/22/2011
39140,9/27/2010,Low,26,2268.91,Delivery Truck,55.81,Alberta,Consumer,Furniture,Bookcases,Jumbo Box,10/2/2010
24358,5/16/2009,Critical,27,7333.45,Regular Air,35,Manitoba,Small Business,Office Supplies,Storage & Organization,Large Box,5/16/2009
3331,5/20/2010,High,31,153.28,Regular Air,0.5,Saskachewan,Corporate,Office Supplies,Labels,Small Box,5/21/2010
2208,4/30/2011,Not Specified,7,82.06,Regular Air,7.19,Nova Scotia,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,5/2/2011
5986,4/21/2012,High,41,205.24,Regular Air,4.93,Ontario,Small Business,Technology,Computer Peripherals,Small Pack,4/22/2012
8450,4/13/2012,Not Specified,22,41.39,Regular Air,1.49,Saskachewan,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,4/14/2012
42754,8/24/2010,Critical,31,341.71,Regular Air,5.14,Prince Edward Island,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,8/25/2010
41059,9/14/2010,Medium,21,128.86,Express Air,1.2,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,9/16/2010
33666,7/16/2012,Not Specified,17,3801.27,Regular Air,69,Quebec,Home Office,Furniture,Tables,Large Box,7/18/2012
50656,10/25/2009,Critical,39,485.97,Regular Air,5.16,British Columbia,Consumer,Furniture,Office Furnishings,Small Box,10/25/2009
11137,11/29/2012,High,48,5188.86,Regular Air,8.64,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Small Box,11/30/2012
37891,10/20/2011,High,33,5154.009,Regular Air,13.99,Ontario,Small Business,Technology,Telephones and Communication,Medium Box,10/22/2011
46884,1/17/2009,Medium,3,337.3395,Regular Air,2.5,Saskachewan,Corporate,Technology,Telephones and Communication,Small Box,1/19/2009
5445,7/25/2010,Low,9,46.48,Regular Air,1.93,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,8/1/2010
53025,3/17/2010,Critical,32,195.57,Regular Air,7.5,Nova Scotia,Consumer,Office Supplies,Paper,Small Box,3/18/2010
49472,7/16/2010,Low,15,144.14,Regular Air,1.99,Nova Scotia,Small Business,Technology,Computer Peripherals,Small Pack,7/21/2010
35841,5/8/2011,Medium,23,230.41,Regular Air,1.39,Quebec,Small Business,Office Supplies,Envelopes,Small Box,5/9/2011
21890,1/24/2011,Not Specified,44,495.5,Regular Air,6.97,Yukon,Small Business,Office Supplies,Envelopes,Small Box,1/26/2011
21383,1/30/2009,Low,31,16066.85,Regular Air,24.49,Northwest Territories,Consumer,Technology,Office Machines,Large Box,2/4/2009
43044,10/17/2009,Medium,23,103.5,Regular Air,5.41,Alberta,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,10/19/2009
56387,5/20/2011,Medium,9,67.46,Regular Air,10.05,Saskachewan,Small Business,Office Supplies,Paper,Small Box,5/22/2011
3650,5/27/2012,Not Specified,36,139.95,Express Air,5.47,Saskachewan,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,5/29/2012
45959,12/6/2009,Medium,35,1822.13,Regular Air,19.99,Saskachewan,Corporate,Technology,Computer Peripherals,Small Box,12/8/2009
33763,9/23/2010,Not Specified,23,10791.38,Regular Air,24.49,Prince Edward Island,Corporate,Technology,Copiers and Fax,Large Box,9/25/2010
48034,7/14/2009,Not Specified,12,2340.504,Delivery Truck,59.24,Ontario,Home Office,Furniture,Tables,Jumbo Box,7/14/2009
23170,5/21/2009,Not Specified,20,4252.89,Express Air,18.06,Alberta,Consumer,Furniture,Chairs & Chairmats,Large Box,5/23/2009
34434,5/9/2011,Not Specified,16,32.35,Regular Air,4.79,British Columbia,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,5/10/2011
21063,4/15/2011,Low,49,377.02,Regular Air,2.35,Manitoba,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,4/19/2011
26976,5/20/2011,Not Specified,44,729.75,Regular Air,1.39,Yukon,Home Office,Office Supplies,Envelopes,Small Box,5/21/2011
21538,7/27/2009,Medium,31,87.32,Regular Air,0.96,Nova Scotia,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,7/29/2009
32001,10/28/2011,Low,22,494.84,Regular Air,3.63,Quebec,Small Business,Furniture,Office Furnishings,Small Pack,11/2/2011
38789,11/14/2010,High,4,115.17,Delivery Truck,15.68,Quebec,Small Business,Furniture,Office Furnishings,Jumbo Drum,11/15/2010
31170,1/27/2012,Medium,32,320.57,Regular Air,1.99,Saskachewan,Corporate,Technology,Computer Peripherals,Small Pack,1/29/2012
35046,7/24/2010,Medium,21,151.86,Express Air,6.05,Alberta,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,7/24/2010
9954,6/19/2009,Not Specified,39,203.6,Regular Air,7.44,Manitoba,Corporate,Office Supplies,Paper,Small Box,6/21/2009
41345,2/2/2012,Medium,36,66.41,Regular Air,0.79,Ontario,Home Office,Office Supplies,Rubber Bands,Wrap Bag,2/2/2012
3300,7/14/2011,Low,6,92.02,Regular Air,4,Yukon,Home Office,Technology,Computer Peripherals,Small Box,7/19/2011
5408,7/20/2012,Low,11,2392.23,Regular Air,21.21,Yukon,Small Business,Furniture,Office Furnishings,Large Box,7/29/2012
57922,2/8/2011,Critical,50,343.26,Regular Air,8.37,Manitoba,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,2/8/2011
46656,7/16/2009,High,27,636.7,Regular Air,12.98,Manitoba,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,7/17/2009
3589,5/25/2009,High,23,72.93,Regular Air,0.49,Nova Scotia,Home Office,Office Supplies,Labels,Small Box,5/27/2009
7105,6/21/2010,Low,17,77.19,Regular Air,6.89,Saskachewan,Corporate,Office Supplies,Appliances,Small Box,6/28/2010
31616,8/28/2010,Critical,45,182.7,Regular Air,5.41,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,8/29/2010
16194,10/7/2010,Not Specified,24,2435.5135,Regular Air,4.2,Nova Scotia,Small Business,Technology,Telephones and Communication,Small Box,10/9/2010
24069,7/16/2010,Low,21,7981.2,Delivery Truck,85.63,Quebec,Home Office,Furniture,Tables,Jumbo Box,7/23/2010
56995,10/15/2009,Medium,27,157.57,Express Air,5.01,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,10/17/2009
29090,1/16/2012,Medium,24,99.1,Regular Air,0.99,Yukon,Consumer,Office Supplies,Labels,Small Box,1/17/2012
56006,10/1/2011,Critical,20,1429.088,Regular Air,1.25,British Columbia,Small Business,Technology,Telephones and Communication,Small Pack,10/3/2011
51842,11/28/2011,Low,4,431.11,Regular Air,35,Alberta,Corporate,Office Supplies,Storage & Organization,Large Box,12/2/2011
54467,10/18/2010,Low,37,436.67,Regular Air,5.72,British Columbia,Small Business,Office Supplies,Envelopes,Small Box,10/20/2010
53190,9/24/2009,Medium,9,477.054,Regular Air,3.99,British Columbia,Home Office,Technology,Telephones and Communication,Small Box,9/25/2009
30853,7/27/2011,Medium,16,41.52,Regular Air,7.09,Manitoba,Small Business,Office Supplies,Paper,Wrap Bag,7/30/2011
31238,8/22/2010,Medium,21,7512.03,Express Air,19.99,Ontario,Corporate,Office Supplies,Appliances,Small Box,8/24/2010
20263,11/14/2009,Medium,33,553.5625,Regular Air,1.25,Northwest Territories,Small Business,Technology,Telephones and Communication,Small Pack,11/16/2009
22695,7/3/2009,Low,44,444.52,Regular Air,2.06,Prince Edward Island,Consumer,Office Supplies,Paper,Wrap Bag,7/8/2009
1604,7/16/2010,Low,47,622.82,Regular Air,4.98,Saskachewan,Consumer,Furniture,Office Furnishings,Small Pack,7/16/2010
14274,1/6/2009,Not Specified,23,3674.08,Delivery Truck,30,Saskachewan,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,1/8/2009
19205,7/26/2010,Medium,47,1291.35,Regular Air,5.86,Ontario,Small Business,Office Supplies,Paper,Small Box,7/27/2010
55431,6/8/2012,Not Specified,39,61.94,Regular Air,1.29,British Columbia,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,6/9/2012
28324,8/7/2011,High,48,385.99,Regular Air,3.5,Ontario,Small Business,Office Supplies,Appliances,Small Box,8/9/2011
16518,9/29/2012,Critical,4,80.29,Regular Air,5.21,Alberta,Corporate,Office Supplies,Paper,Small Box,9/30/2012
37349,2/15/2010,Critical,8,631.73,Express Air,19.99,Ontario,Corporate,Furniture,Office Furnishings,Small Box,2/17/2010
4935,5/24/2010,Not Specified,30,106.64,Regular Air,1.32,Ontario,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,5/27/2010
6885,6/19/2012,Low,4,481.27,Delivery Truck,30,Nova Scotia,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,6/21/2012
59297,12/9/2009,Medium,13,1582.47,Delivery Truck,56.14,Alberta,Consumer,Technology,Office Machines,Jumbo Box,12/11/2009
58343,1/9/2009,Not Specified,39,121.87,Regular Air,1.35,Quebec,Corporate,Office Supplies,Rubber Bands,Wrap Bag,1/11/2009
20480,1/29/2009,Medium,4,1042.63,Delivery Truck,60.2,Ontario,Corporate,Furniture,Bookcases,Jumbo Box,1/31/2009
20961,1/14/2010,Not Specified,34,6607.92,Regular Air,24.49,British Columbia,Corporate,Technology,Copiers and Fax,Large Box,1/16/2010
16160,7/23/2011,Critical,50,514.86,Regular Air,4.5,Ontario,Home Office,Office Supplies,Appliances,Small Box,7/24/2011
42887,6/10/2012,Medium,11,234.76,Regular Air,8.99,Manitoba,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,6/12/2012
49927,7/20/2012,Not Specified,28,199.52,Regular Air,4,Manitoba,Home Office,Furniture,Office Furnishings,Wrap Bag,7/22/2012
57217,1/21/2011,Medium,35,422.25,Regular Air,7.95,Quebec,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,1/23/2011
6309,6/9/2010,Medium,10,29.79,Regular Air,0.99,British Columbia,Corporate,Office Supplies,Labels,Small Box,6/10/2010
22147,1/16/2009,Low,37,832.14,Regular Air,8.99,Saskachewan,Corporate,Furniture,Office Furnishings,Small Pack,1/20/2009
3141,11/9/2011,Critical,30,534.96,Regular Air,3.17,Quebec,Home Office,Technology,Computer Peripherals,Small Pack,11/11/2011
33634,8/31/2010,Not Specified,40,271.34,Regular Air,7.86,Alberta,Small Business,Office Supplies,Paper,Small Box,9/2/2010
11648,4/9/2011,Low,33,570.51,Regular Air,7.04,Alberta,Corporate,Office Supplies,Storage & Organization,Small Box,4/9/2011
29510,4/15/2011,Critical,22,6123.94,Delivery Truck,41.91,Northwest Territories,Home Office,Furniture,Bookcases,Jumbo Box,4/17/2011
10305,7/7/2009,Low,12,65.89,Regular Air,2.03,Yukon,Home Office,Furniture,Office Furnishings,Wrap Bag,7/12/2009
41760,1/27/2012,Low,7,685.7205,Regular Air,2.5,Alberta,Small Business,Technology,Telephones and Communication,Small Box,2/1/2012
293,10/1/2012,High,27,244.57,Regular Air,2.99,Nunavut,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,10/3/2012
52645,3/7/2012,Low,10,693.02,Regular Air,3.5,Ontario,Corporate,Office Supplies,Appliances,Small Box,3/16/2012
17799,9/20/2012,Medium,8,149.51,Regular Air,12.39,Yukon,Consumer,Furniture,Office Furnishings,Large Box,9/22/2012
14978,5/27/2010,Critical,14,195.12,Regular Air,4.51,Saskachewan,Corporate,Office Supplies,Storage & Organization,Small Box,5/28/2010
55875,11/25/2009,Critical,50,413.86,Regular Air,4,Northwest Territories,Small Business,Furniture,Office Furnishings,Wrap Bag,11/28/2009
54371,2/15/2012,Not Specified,7,118.63,Regular Air,5.08,Manitoba,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2/17/2012
50470,8/23/2010,Low,38,827.83,Regular Air,8.99,Alberta,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,8/28/2010
10692,7/26/2009,Low,8,1313.811,Regular Air,8.99,British Columbia,Corporate,Technology,Telephones and Communication,Small Box,7/26/2009
57447,7/4/2011,Not Specified,8,258.11,Regular Air,6.5,Ontario,Corporate,Technology,Computer Peripherals,Small Box,7/7/2011
51044,1/18/2012,Low,17,155.89,Regular Air,1.39,Manitoba,Consumer,Office Supplies,Envelopes,Small Box,1/18/2012
55526,7/2/2012,High,23,445.17,Regular Air,9.03,Ontario,Corporate,Office Supplies,Paper,Small Box,7/3/2012
25830,5/6/2010,Low,5,25.34,Regular Air,6.89,British Columbia,Consumer,Office Supplies,Appliances,Small Box,5/6/2010
6054,9/8/2011,Low,6,27.32,Express Air,5.33,Yukon,Corporate,Furniture,Office Furnishings,Small Box,9/10/2011
46151,11/8/2009,Critical,23,203.91,Regular Air,6.19,British Columbia,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,11/10/2009
53477,5/5/2012,High,36,1314.65,Regular Air,5.08,Manitoba,Corporate,Office Supplies,Paper,Wrap Bag,5/7/2012
44614,6/14/2010,Low,18,55.35,Express Air,5,Ontario,Corporate,Office Supplies,Appliances,Small Box,6/18/2010
23842,9/17/2010,Low,20,127.16,Regular Air,6.92,Alberta,Consumer,Office Supplies,Paper,Small Box,9/24/2010
57091,10/31/2011,Medium,6,14.85,Express Air,1.02,Ontario,Home Office,Office Supplies,Rubber Bands,Wrap Bag,11/1/2011
2657,10/16/2011,High,37,2143.2155,Regular Air,8.99,Manitoba,Home Office,Technology,Telephones and Communication,Small Box,10/17/2011
55747,12/2/2012,High,36,17560.95,Delivery Truck,26,Ontario,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,12/3/2012
57029,3/8/2011,Critical,4,23.23,Regular Air,6.72,Quebec,Consumer,Office Supplies,Paper,Small Box,3/9/2011
43907,7/18/2012,Critical,42,1392.77,Delivery Truck,45.51,Quebec,Corporate,Furniture,Tables,Jumbo Box,7/20/2012
19264,9/29/2011,High,23,107.75,Regular Air,1.52,Yukon,Consumer,Office Supplies,Paper,Wrap Bag,9/30/2011
26627,10/30/2009,Medium,25,38.37,Regular Air,1.29,Alberta,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,10/30/2009
34151,9/9/2011,Not Specified,26,4097.1445,Regular Air,8.99,Yukon,Corporate,Technology,Telephones and Communication,Small Box,9/10/2011
10117,11/16/2010,Medium,10,4588.55,Regular Air,24.49,Yukon,Consumer,Technology,Copiers and Fax,Large Box,11/18/2010
28772,2/6/2009,High,4,705.687,Express Air,8.99,Saskachewan,Small Business,Technology,Telephones and Communication,Small Box,2/8/2009
32869,3/27/2009,Medium,49,2470.84,Regular Air,18.45,Prince Edward Island,Corporate,Furniture,Office Furnishings,Medium Box,3/28/2009
14435,12/1/2012,Not Specified,41,3731.59,Delivery Truck,42,Quebec,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,12/2/2012
59170,2/17/2009,High,5,8767.62,Regular Air,13.99,Alberta,Consumer,Technology,Office Machines,Medium Box,2/19/2009
29411,4/6/2012,High,29,67.87,Regular Air,5,Ontario,Corporate,Office Supplies,Appliances,Small Box,4/7/2012
30626,4/25/2011,Critical,23,220.82,Express Air,1.09,New Brunswick,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,4/26/2011
54628,6/5/2010,High,21,471.24,Regular Air,1.99,Northwest Territories,Home Office,Technology,Computer Peripherals,Small Pack,6/6/2010
15714,7/5/2011,High,50,2510.71,Express Air,19.99,Saskachewan,Home Office,Office Supplies,Appliances,Small Box,7/7/2011
10754,3/17/2010,Low,7,48.04,Regular Air,5.94,Saskachewan,Corporate,Office Supplies,Paper,Small Box,3/19/2010
39300,4/22/2012,High,9,44.51,Regular Air,6.89,Nova Scotia,Home Office,Office Supplies,Appliances,Small Box,4/24/2012
54727,12/13/2010,Medium,29,1427.14,Regular Air,7.23,British Columbia,Small Business,Office Supplies,Paper,Small Box,12/14/2010
27717,10/26/2011,Critical,19,75.19,Regular Air,7.5,Manitoba,Corporate,Office Supplies,Labels,Small Box,10/29/2011
59781,12/12/2012,Not Specified,24,173.12,Regular Air,11.15,British Columbia,Corporate,Office Supplies,Paper,Small Box,12/13/2012
50308,10/18/2012,Low,19,86.48,Regular Air,0.5,Quebec,Home Office,Office Supplies,Labels,Small Box,10/25/2012
29957,3/13/2010,Critical,28,2555.37,Delivery Truck,58.2,Manitoba,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,3/14/2010
3459,7/27/2009,Not Specified,24,2152.404,Express Air,8.99,Manitoba,Home Office,Technology,Telephones and Communication,Small Box,7/29/2009
36099,9/17/2010,Low,15,926.3,Regular Air,35,British Columbia,Home Office,Office Supplies,Storage & Organization,Large Box,9/22/2010
13762,6/21/2010,Medium,37,107.73,Regular Air,0.5,Manitoba,Corporate,Office Supplies,Labels,Small Box,6/23/2010
51360,6/20/2011,Medium,12,46.55,Regular Air,0.5,Saskachewan,Consumer,Office Supplies,Labels,Small Box,6/22/2011
20036,12/5/2010,Not Specified,44,1207.4,Regular Air,5.89,New Brunswick,Corporate,Technology,Computer Peripherals,Small Box,12/7/2010
31520,11/28/2011,High,23,138.71,Regular Air,5.57,Saskachewan,Consumer,Furniture,Office Furnishings,Small Box,11/29/2011
8961,6/28/2011,Low,48,4644.87,Delivery Truck,60,Alberta,Small Business,Furniture,Tables,Jumbo Drum,7/3/2011
29445,9/29/2010,High,28,2531.35,Delivery Truck,28,Prince Edward Island,Consumer,Technology,Office Machines,Jumbo Drum,10/1/2010
8353,5/15/2009,Medium,34,286.9,Regular Air,2.38,Alberta,Consumer,Technology,Computer Peripherals,Small Pack,5/17/2009
53891,1/22/2009,High,27,4584.73,Regular Air,19.99,New Brunswick,Home Office,Technology,Computer Peripherals,Small Box,1/23/2009
420,10/30/2011,Not Specified,8,43.29,Regular Air,4.86,Alberta,Small Business,Office Supplies,Paper,Small Box,10/30/2011
59591,10/9/2009,Not Specified,29,195.82,Regular Air,7.07,Saskachewan,Home Office,Office Supplies,Paper,Small Box,10/11/2009
14855,4/30/2010,Not Specified,44,174.9,Express Air,5.47,Manitoba,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,5/2/2010
34309,9/6/2012,High,16,75.77,Regular Air,5.15,Quebec,Small Business,Office Supplies,Appliances,Small Box,9/8/2012
59556,12/15/2009,Not Specified,27,43.46,Regular Air,0.7,Saskachewan,Home Office,Office Supplies,Rubber Bands,Wrap Bag,12/17/2009
30276,8/26/2011,Low,34,7656.304,Delivery Truck,54.12,Quebec,Corporate,Furniture,Tables,Jumbo Box,8/30/2011
25442,1/5/2012,High,32,1666,Regular Air,4.85,Newfoundland,Home Office,Office Supplies,Paper,Small Box,1/7/2012
18182,4/10/2011,Medium,45,4598.73,Regular Air,19.99,Ontario,Corporate,Technology,Computer Peripherals,Small Box,4/12/2011
36866,3/24/2010,Low,32,6245.76,Regular Air,9.99,Ontario,Consumer,Office Supplies,Storage & Organization,Small Box,3/26/2010
13476,10/16/2010,Not Specified,47,231.29,Express Air,5.68,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,10/18/2010
19744,3/14/2010,Medium,41,478.38,Regular Air,4.98,Manitoba,Consumer,Office Supplies,Appliances,Small Box,3/16/2010
11878,2/24/2010,Not Specified,18,102.06,Regular Air,0.5,Ontario,Small Business,Office Supplies,Labels,Small Box,2/25/2010
2146,9/13/2012,Not Specified,44,113.71,Regular Air,0.5,Ontario,Small Business,Office Supplies,Labels,Small Box,9/15/2012
29761,7/3/2012,Medium,42,1085.4,Regular Air,5.37,Alberta,Corporate,Office Supplies,Appliances,Medium Box,7/6/2012
20965,12/20/2009,Critical,38,2315.11,Regular Air,9.71,Quebec,Consumer,Office Supplies,Storage & Organization,Small Box,12/23/2009
59139,1/29/2011,Critical,12,849.51,Regular Air,3.5,Alberta,Home Office,Office Supplies,Appliances,Small Box,1/30/2011
36131,5/17/2009,High,43,354.96,Regular Air,1.43,Saskachewan,Home Office,Office Supplies,Paper,Wrap Bag,5/19/2009
45347,9/29/2010,Medium,10,8704.08,Delivery Truck,44.55,Ontario,Corporate,Furniture,Bookcases,Jumbo Box,9/30/2010
59776,3/9/2009,Low,35,285.01,Express Air,1.39,Saskachewan,Corporate,Office Supplies,Envelopes,Small Box,3/13/2009
50144,6/7/2012,Critical,36,4169.93,Express Air,9.07,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,6/7/2012
11684,7/27/2012,High,8,1173.5,Regular Air,24.49,Ontario,Consumer,Furniture,Chairs & Chairmats,Large Box,7/29/2012
9473,10/11/2012,Not Specified,31,502.44,Regular Air,17.78,Saskachewan,Corporate,Office Supplies,Storage & Organization,Small Box,10/13/2012
38305,4/30/2011,Critical,21,2561.6705,Regular Air,8.08,Quebec,Consumer,Technology,Telephones and Communication,Small Box,5/2/2011
51392,11/12/2009,Medium,10,254.89,Regular Air,5.89,Manitoba,Small Business,Technology,Computer Peripherals,Small Box,11/13/2009
40835,11/24/2009,High,14,551.18,Regular Air,19.99,Prince Edward Island,Small Business,Technology,Computer Peripherals,Small Box,11/26/2009
30786,7/16/2012,Medium,4,72.72,Regular Air,10.68,Alberta,Small Business,Office Supplies,Storage & Organization,Small Box,7/17/2012
22022,4/3/2010,Critical,1,1409.86,Delivery Truck,29.7,Manitoba,Small Business,Technology,Office Machines,Jumbo Drum,4/4/2010
30374,3/21/2010,Critical,12,709.54,Regular Air,3.99,Saskachewan,Corporate,Office Supplies,Appliances,Small Box,3/22/2010
11074,6/9/2011,High,21,114.53,Regular Air,3.6,British Columbia,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,6/11/2011
53600,7/10/2012,Medium,8,55.59,Express Air,5.74,Manitoba,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,7/11/2012
52930,11/8/2011,Low,16,136.98,Regular Air,1.39,Ontario,Corporate,Office Supplies,Envelopes,Small Box,11/12/2011
54468,12/14/2009,High,15,40.75,Regular Air,0.5,Manitoba,Consumer,Office Supplies,Labels,Small Box,12/15/2009
1221,4/18/2012,Not Specified,11,10145.14,Regular Air,19.99,British Columbia,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,4/20/2012
35137,7/17/2010,High,47,1041.78,Regular Air,6.71,Manitoba,Home Office,Office Supplies,Envelopes,Small Box,7/20/2010
36867,9/5/2009,High,16,45.57,Regular Air,0.7,British Columbia,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,9/7/2009
28642,1/18/2011,High,41,230.29,Regular Air,2.99,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,1/20/2011
40068,4/20/2010,Low,2,128.52,Regular Air,6.88,British Columbia,Home Office,Office Supplies,Storage & Organization,Small Box,4/24/2010
16161,7/28/2012,Medium,38,151.19,Regular Air,0.71,British Columbia,Consumer,Office Supplies,Rubber Bands,Wrap Bag,7/30/2012
48643,10/18/2012,Medium,6,18.05,Regular Air,0.99,New Brunswick,Home Office,Office Supplies,Labels,Small Box,10/20/2012
9696,2/19/2011,Not Specified,13,3335.27,Delivery Truck,43.32,Alberta,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,2/21/2011
51361,3/18/2011,Low,14,76.06,Express Air,5.68,Ontario,Corporate,Office Supplies,Paper,Small Box,3/20/2011
36807,3/16/2009,Medium,14,211.88,Regular Air,1.39,Ontario,Corporate,Office Supplies,Envelopes,Small Box,3/17/2009
37441,2/24/2009,Critical,46,14740.51,Delivery Truck,164.73,Ontario,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,2/25/2009
11846,4/20/2010,Low,49,7319.85,Regular Air,4,Alberta,Corporate,Technology,Computer Peripherals,Small Box,4/24/2010
21856,4/5/2012,Not Specified,26,77.03,Regular Air,1.92,British Columbia,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,4/5/2012
31426,8/5/2009,Low,40,4054.058,Regular Air,2.5,British Columbia,Home Office,Technology,Telephones and Communication,Small Box,8/9/2009
32101,12/26/2009,Low,48,14567.15,Delivery Truck,48.8,New Brunswick,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,12/30/2009
515,8/28/2010,Not Specified,21,146.69,Regular Air,4.95,Nunavut,Consumer,Furniture,Office Furnishings,Small Pack,8/30/2010
55906,11/26/2009,Critical,49,276.3,Regular Air,2.99,Saskachewan,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,11/28/2009
28642,1/18/2011,High,27,1592.0415,Regular Air,19.99,Ontario,Corporate,Technology,Telephones and Communication,Small Box,1/20/2011
30720,9/27/2012,Low,37,1701.53,Express Air,1.99,Yukon,Small Business,Technology,Computer Peripherals,Small Pack,10/4/2012
35079,8/14/2010,High,32,2062.75,Express Air,19.99,Ontario,Consumer,Furniture,Tables,Large Box,8/16/2010
24356,5/11/2010,Medium,37,12612.66,Delivery Truck,39,Quebec,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,5/13/2010
35940,5/27/2010,Critical,47,136.63,Regular Air,5.33,New Brunswick,Consumer,Office Supplies,Labels,Small Box,5/30/2010
50756,9/9/2010,Not Specified,19,470.39,Regular Air,5.89,Saskachewan,Home Office,Technology,Computer Peripherals,Small Box,9/10/2010
15654,10/2/2009,Not Specified,27,7937.59,Delivery Truck,54.92,Yukon,Corporate,Furniture,Bookcases,Jumbo Box,10/4/2009
16422,10/9/2011,Critical,16,171.5,Regular Air,4.68,Saskachewan,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,10/11/2011
1444,12/5/2009,Medium,2,21.44,Regular Air,8.74,Newfoundland,Home Office,Office Supplies,Paper,Small Box,12/7/2009
33894,6/14/2010,Critical,5,42.89,Regular Air,8.37,Northwest Territories,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,6/15/2010
1027,6/2/2012,Medium,19,1406.15,Delivery Truck,46.74,Alberta,Home Office,Furniture,Bookcases,Jumbo Box,6/4/2012
1285,5/31/2012,Critical,8,1452.216,Delivery Truck,69.64,Nova Scotia,Corporate,Furniture,Tables,Jumbo Box,6/1/2012
23429,3/19/2009,Critical,28,154.61,Regular Air,5.63,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,3/19/2009
20390,8/31/2009,Not Specified,35,1271.12,Express Air,7.53,Ontario,Home Office,Technology,Computer Peripherals,Small Box,9/3/2009
12612,12/21/2010,Low,29,2360.98,Regular Air,13.99,Yukon,Home Office,Office Supplies,Appliances,Medium Box,12/21/2010
54947,2/22/2009,Not Specified,42,1498.46,Regular Air,5.02,British Columbia,Consumer,Furniture,Office Furnishings,Small Box,2/24/2009
59270,1/11/2010,High,47,1597.02,Regular Air,1.99,Nova Scotia,Small Business,Technology,Computer Peripherals,Small Pack,1/13/2010
42690,9/28/2010,Low,44,18697.24,Regular Air,19.99,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,10/2/2010
42309,8/6/2009,Low,26,47.91,Regular Air,2.58,Saskachewan,Small Business,Office Supplies,Rubber Bands,Wrap Bag,8/11/2009
30886,5/12/2012,Low,28,5320.57,Regular Air,19.99,Manitoba,Consumer,Office Supplies,Storage & Organization,Small Box,5/17/2012
18500,2/11/2012,Medium,44,2507.79,Delivery Truck,36.61,Saskachewan,Small Business,Furniture,Bookcases,Jumbo Box,2/12/2012
